,Medicine Name ,Medicine MF,Medicine MW,IUPAC Name,Compound CID ,Create Date
471,"[5-(3,4-dichlorophenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidin-2-yl][4-(2-methoxyphenyl)piperazin-1-yl]methanone; ZINC00714900; CBMicro_003544; SMSF0013482; STL392314; ...",C25H24Cl2F3N5O2,C25H24Cl2F3N5O2,Isomeric SMILES: COC1=CC=CC=C1N2CCN(CC2)C(=O)C3=NN4C(CC(NC4=C3)C5=CC(=C(C=C5)Cl)Cl)C(F)(F)F,2884872,  2005-07-29
472,CBMicro_010061; ChemDiv1_007427; HMS608B13; SMSF0013483; CB12952; ...,C17H12BrF3N2O3,C17H12BrF3N2O3,Isomeric SMILES: C1C(=NN(C1(C(F)(F)F)O)C(=O)C2=CC=CC=C2O)C3=CC=C(C=C3)Br,2884876,  2005-07-29
473,CBMicro_014650; SMSF0013485; STK343178; AKOS000559488; AKOS022075688; ...,C18H12ClF5N4OS,C18H12ClF5N4OS,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=C(C=C(C=C3)F)F)Cl)C4=CC=CS4,2884877,  2005-07-29
474,"(4-chlorophenyl)[5-(4-chlorophenyl)-5-hydroxy-3-methyl-4,5-dihydro-1H-pyrazol-1-yl]methanone; CBMicro_007529; ChemDiv1_017864; Oprea1_595283; Oprea1_772107; ...",C17H14Cl2N2O2,C17H14Cl2N2O2,Isomeric SMILES: CC1=NN(C(C1)(C2=CC=C(C=C2)Cl)O)C(=O)C3=CC=C(C=C3)Cl,2884878,  2005-07-29
475,"3-chloro-5-(4-methoxyphenyl)-N-[2-(methylsulfanyl)phenyl]-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_012645; SMSF0013487; STK343439; AKOS000559319; ...",C22H20ClF3N4O2S,C22H20ClF3N4O2S,Isomeric SMILES: COC1=CC=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NC4=CC=CC=C4SC)Cl)N2)C(F)(F)F,2884879,  2005-07-29
476,"5-(3,4-dichlorophenyl)-N-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003584; ChemDivAM_000143; ChemDiv1_004168; HMS598N10; ...",C25H21Cl2F3N6O2,C25H21Cl2F3N6O2,Isomeric SMILES: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=NN4C(CC(NC4=C3)C5=CC(=C(C=C5)Cl)Cl)C(F)(F)F,2884890,  2005-07-29
477,CBMicro_010691; Oprea1_422678; SMSF0013492; AKOS024269604; CB13690; ...,C18H23N3O4S,C18H23N3O4S,Isomeric SMILES: CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3CC(CN3C(=O)OC(C)(C)C)O,2884891,  2005-07-29
478,CBMicro_003624; SMSF0013496; STK338612; AKOS003263936; AKOS022075719; ...,C20H14BrCl2F3N4O,C20H14BrCl2F3N4O,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=C(C=C(C=C3)Cl)Cl)Br)C4=CC=CC=C4,2884894,  2005-07-29
479,CBMicro_011715; ChemDiv1_004045; HMS598H19; SMSF0013498; STK343060; ...,C19H14BrF3N4O3S,C19H14BrF3N4O3S,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=CC4=C(C=C3)OCO4)Br)C5=CC=CS5,2884898,  2005-07-29
480,"3-bromo-N-[2-(methylsulfanyl)phenyl]-5-(2-thienyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_014690; ChemDiv1_004089; HMS598J19; SMSF0013501; ...",C19H16BrF3N4OS2,C19H16BrF3N4OS2,Isomeric SMILES: CSC1=CC=CC=C1NC(=O)C2=NN3C(CC(NC3=C2Br)C4=CC=CS4)C(F)(F)F,2884904,  2005-07-29
481,"N,N-dibenzyl-5-(4-methylphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; CBMicro_003664; SMSF0013507; STL329665; AKOS001622462; ...",C29H27F3N4O,C29H27F3N4O,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=C(C=N3)C(=O)N(CC4=CC=CC=C4)CC5=CC=CC=C5)N2)C(F)(F)F,2884911,  2005-07-29
482,"3-chloro-N-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-5-(2-thienyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_011795; ChemDiv1_004047; HMS598H21; SMSF0013510; ...",C23H20ClF3N6O2S,C23H20ClF3N6O2S,Isomeric SMILES: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=NN4C(CC(NC4=C3Cl)C5=CC=CS5)C(F)(F)F,2884914,  2005-07-29
483,CBMicro_011528; SMSF0013519; STK343070; AKOS001621034; AKOS022067571; ...,C20H18ClF3N4OS,C20H18ClF3N4OS,Isomeric SMILES: CCC1=CC=CC=C1NC(=O)C2=NN3C(CC(NC3=C2Cl)C4=CC=CS4)C(F)(F)F,2884927,  2005-07-29
484,CBMicro_011568; SMSF0013521; AKOS000559624; AKOS021991202; CB14743; ...,C21H18BrF3N4OS,C21H18BrF3N4OS,Isomeric SMILES: CSC1=CC=CC=C1NC(=O)C2=NN3C(CC(NC3=C2Br)C4=CC=CC=C4)C(F)(F)F,2884930,  2005-07-29
485,CBMicro_002339; SMSF0013524; STK087166; AKOS000581014; AKOS021991156; ...,C23H24F3NO4,C23H24F3NO4,Isomeric SMILES: CC1=C(C(C2=C(N1)CCCC2=O)C3=CC(=CC=C3)C(F)(F)F)C(=O)OCC4CCCO4,2884936,  2005-07-29
486,"N-(4-chloro-2,5-dimethoxyphenyl)-5-phenyl-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; 351438-37-4; CBMicro_011688; SMSF0013528; STK343312; ...",C22H20ClF3N4O3,C22H20ClF3N4O3,Isomeric SMILES: COC1=CC(=C(C=C1NC(=O)C2=NN3C(CC(NC3=C2)C4=CC=CC=C4)C(F)(F)F)OC)Cl,2884948,  2005-07-29
487,CBMicro_011728; ChemDiv1_004210; HMS598P08; SMSF0013529; AKOS003264416; ...,C18H14BrClF3N5O2,C18H14BrClF3N5O2,Isomeric SMILES: CC1=CC(=NO1)NC(=O)C2=NN3C(CC(NC3=C2Cl)C4=CC=C(C=C4)Br)C(F)(F)F,2884950,  2005-07-29
488,CBMicro_014045; CCG-3974; SMSF0013539; CB07144; BIM-0013812.P001,C26H24N2O8,C26H24N2O8,Isomeric SMILES: C1=CC=C(C=C1)COC(=O)C(CCC(=O)OC2=CC=C(C=C2)[N+](=O)[O-])NC(=O)OCC3=CC=CC=C3,2884958,  2005-07-29
489,"3-(3,4-dimethoxyphenyl)-11-(4-hydroxy-3-nitrophenyl)-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; CBMicro_002499; ChemDiv1_004196; Oprea1_660827; HMS598O16; ...",C27H25N3O6,C27H25N3O6,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC3=C(C(NC4=CC=CC=C4N3)C5=CC(=C(C=C5)O)[N+](=O)[O-])C(=O)C2)OC,2884959,  2005-07-29
490,"N-(3,4-dimethylphenyl)-5-(4-methylphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; CBMicro_003824; SMSF0013541; STK343597; AKOS001622476; ...",C23H23F3N4O,C23H23F3N4O,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=C(C=N3)C(=O)NC4=CC(=C(C=C4)C)C)N2)C(F)(F)F,2884960,  2005-07-29
491,"3-(3,4-dimethoxyphenyl)-11-(4-methoxyphenyl)-3,4,10,11-tetrahydro-2H-dibenzo[b,e][1,4]diazepin-1-ol; 516456-43-2; 9-(3,4-dimethoxyphenyl)-6-(4-methoxyphenyl)-5,6,8,9,10,11-hexahydrobenzo[b][1,4]benzodiazepin-7-one; 3-(3,4-dimethoxyphenyl)-11-(4-methoxyphenyl)-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; CBMicro_007371; ...",C28H28N2O4,C28H28N2O4,Isomeric SMILES: COC1=CC=C(C=C1)C2C3=C(CC(CC3=O)C4=CC(=C(C=C4)OC)OC)NC5=CC=CC=C5N2,2884961,  2005-07-29
492,CBMicro_011530; ChemDiv1_004085; HMS598J15; SMSF0013544; STL329557; ...,C20H18BrF3N4O3,C20H18BrF3N4O3,Isomeric SMILES: COC1=CC=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NCC4=CC=CO4)Br)N2)C(F)(F)F,2884967,  2005-07-29
493,1-(4-chlorophenyl)-3-[(4-methylphenyl)sulfonyl]-3-phenyl-1-propanone; 1-(4-chlorophenyl)-3-(4-methylphenyl)sulfonyl-3-phenylpropan-1-one; 201415-63-6; CBMicro_007411; SMSF0013546; ...,C22H19ClO3S,C22H19ClO3S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)C(CC(=O)C2=CC=C(C=C2)Cl)C3=CC=CC=C3,2884970,  2005-07-29
494,"2-[(4-benzoylpiperazin-1-yl)carbonyl]-3-chloro-5-(3,4-dimethoxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine; CBMicro_003549; ChemDiv1_004174; HMS598N16; SMSF0013551; ...",C27H27ClF3N5O4,C27H27ClF3N5O4,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)Cl)N2)C(F)(F)F)OC,2884972,  2005-07-29
495,"5-(4-ethoxyphenyl)-N-(2-hydroxy-5-methylphenyl)-7-methylpyrazolo[1,5-a]pyrimidine-2-carboxamide; 6078-61-1; CBMicro_011610; Oprea1_761287; DTXSID80387265; ...",C23H22N4O3,C23H22N4O3,Isomeric SMILES: CCOC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C)C(=O)NC4=C(C=CC(=C4)C)O,2884975,  2005-07-29
496,CBMicro_009308; SMSF0013558; STK997432; AKOS022093181; CB12416; ...,C31H34N2O4S,C31H34N2O4S,Isomeric SMILES: CC1=CC=C(C=C1)S(=O)(=O)N(CC(CN(CC2=CC=CC=C2)CC3=CC=CC=C3)O)C4=CC=C(C=C4)OC,2884976,  2005-07-29
497,"5-(4-bromophenyl)-3-ethyl-1-isonicotinoyl-4,5-dihydro-1H-pyrazol-5-ol; CBMicro_007451; ChemDiv1_007513; Oprea1_135483; Oprea1_162121; ...",C17H16BrN3O2,C17H16BrN3O2,Isomeric SMILES: CCC1=NN(C(C1)(C2=CC=C(C=C2)Br)O)C(=O)C3=CC=NC=C3,2884982,  2005-07-29
498,CBMicro_011650; SMSF0013565; CB14839; BIM-0011667.P001; EU-0072066; ...,C20H22ClF3N4O3,C20H22ClF3N4O3,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)N4CCCC4)Cl)N2)C(F)(F)F)OC,2884988,  2005-07-29
499,CBMicro_003709; SMSF0013571; STK033828; AKOS001619700; CB05487; ...,C23H24N2O4S,C23H24N2O4S,Isomeric SMILES: CCC(C)C1=CC=C(C=C1)OCCOC2=CC=C(C=C2)C=C3C(=O)NC(=S)NC3=O,2884998,  2005-07-29
500,"11-(2-chloro-5-nitrophenyl)-3-phenyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; 11-{2-chloro-5-nitrophenyl}-3-phenyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; CBMicro_001990; Oprea1_558255; SMSF0013573; ...",C25H20ClN3O3,C25H20ClN3O3,Isomeric SMILES: C1C(CC(=O)C2=C1NC3=CC=CC=C3NC2C4=C(C=CC(=C4)[N+](=O)[O-])Cl)C5=CC=CC=C5,2884999,  2005-07-29
501,"3-bromo-5-phenyl-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_011690; SMSF0013581; CCG-16838; STK343204; ...",C14H12BrF3N4O,C14H12BrF3N4O,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)N)Br)C3=CC=CC=C3,2885004,  2005-07-29
502,6079-09-0; AC1MEVRH; CBMicro_002030; Oprea1_537884; Oprea1_855297; ...,C26H22F2N2O2,C26H22F2N2O2,Isomeric SMILES: COC1=CC=C(C=C1)C2CC3=C(C(NC4=CC=CC=C4N3)C5=CC(=C(C=C5)F)F)C(=O)C2,2885005,  2005-07-29
503,"N-(2-bromo-4,6-difluorophenyl)-3-chloro-5-(3,4-dimethoxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003789; SMSF0013583; STK343539; AKOS001622544; ...",C22H17BrClF5N4O3,C22H17BrClF5N4O3,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NC4=C(C=C(C=C4Br)F)F)Cl)N2)C(F)(F)F)OC,2885006,  2005-07-29
504,CBMicro_010221; ChemDiv1_007461; HMS608D03; SMSF0013584; CB13140; ...,C19H16F3N3O4,C19H16F3N3O4,Isomeric SMILES: C1C(=NN(C1(C(F)(F)F)O)C(=O)CCC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-],2885007,  2005-07-29
505,"3-chloro-N-[2-chloro-5-(trifluoromethyl)phenyl]-5-(3,4-dimethoxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_002070; SMSF0013590; STK343351; AKOS001622461; ...",C23H18Cl2F6N4O3,C23H18Cl2F6N4O3,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)Cl)Cl)N2)C(F)(F)F)OC,2885016,  2005-07-29
506,"11-(2,6-dichlorophenyl)-3-(4-methoxyphenyl)-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; CBMicro_007531; Oprea1_875472; CHEMBL1497092; SMSF0013593; ...",C26H22Cl2N2O2,C26H22Cl2N2O2,Isomeric SMILES: COC1=CC=C(C=C1)C2CC3=C(C(NC4=CC=CC=C4N3)C5=C(C=CC=C5Cl)Cl)C(=O)C2,2885022,  2005-07-29
507,CBMicro_003591; ChemDiv1_000829; HMS589F15; SMSF0013595; STK089346; ...,C15H11F8N5O4,C15H11F8N5O4,Isomeric SMILES: C1=CC(=CC=C1NC2=NC(=NC(=N2)OCC(C(F)F)(F)F)OCC(C(F)F)(F)F)[N+](=O)[O-],2885024,  2005-07-29
508,CBMicro_011810; SMSF0013600; STK343314; AKOS003263121; AKOS022074958; ...,C18H12BrF5N4OS,C18H12BrF5N4OS,Isomeric SMILES: C1C(NC2=CC(=NN2C1C(F)(F)F)C(=O)NC3=C(C=C(C=C3Br)F)F)C4=CC=CS4,2885030,  2005-07-29
509,CBMicro_013767; Cambridge id 6079510; SCHEMBL2685189; SMSF0013606; STK825627; ...,C16H12Cl2N2O3,C16H12Cl2N2O3,Isomeric SMILES: C1=CC=C(C=C1)C2C(C2(Cl)Cl)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-],2885035,  2005-07-29
510,6079-51-2; [5-(4-chlorophenyl)-5-hydroxy-3-methyl-4H-pyrazol-1-yl]-(4-nitrophenyl)methanone; AC1MEVTQ; CBMicro_007751; DTXSID60387268; ...,C17H14ClN3O4,C17H14ClN3O4,Isomeric SMILES: CC1=NN(C(C1)(C2=CC=C(C=C2)Cl)O)C(=O)C3=CC=C(C=C3)[N+](=O)[O-],2885036,  2005-07-29
511,CBMicro_011532; C16H17F3N4OS2; HMS1677E03; SMSF0013609; CCG-16846; ...,C16H17F3N4OS2,C16H17F3N4OS2,Isomeric SMILES: C1CSCCN1C(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC=CS4,2885039,  2005-07-29
512,"3-chloro-5-(3,4-dimethoxyphenyl)-N-(3-methoxy-5-nitrophenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003671; ChemDiv1_004130; HMS598L16; SMSF0013614; ...",C23H21ClF3N5O6,C23H21ClF3N5O6,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NC4=CC(=CC(=C4)OC)[N+](=O)[O-])Cl)N2)C(F)(F)F)OC,2885044,  2005-07-29
513,"3-(4-chlorophenyl)-11-(3,4-dimethoxyphenyl)-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; 9-(4-chlorophenyl)-6-(3,4-dimethoxyphenyl)-5,6,8,9,10,11-hexahydrobenzo[b][1,4]benzodiazepin-7-one; CBMicro_002150; Oprea1_736812; SMSF0013619; ...",C27H25ClN2O3,C27H25ClN2O3,Isomeric SMILES: COC1=C(C=C(C=C1)C2C3=C(CC(CC3=O)C4=CC=C(C=C4)Cl)NC5=CC=CC=C5N2)OC,2885048,  2005-07-29
514,CBMicro_011612; SMSF0013621; STL330071; AKOS000559829; AKOS022104298; ...,C19H22ClF3N4OS,C19H22ClF3N4OS,Isomeric SMILES: CC1CCCC(N1C(=O)C2=NN3C(CC(NC3=C2Cl)C4=CC=CS4)C(F)(F)F)C,2885050,  2005-07-29
515,21615-75-8; 3-(p-Tolyl)isobenzofuran-1(3H)-one; 3-(4-methylphenyl)-2-benzofuran-1(3H)-one; p-Tolylphthalid; HMS2512P14; ...,C15H12O2,C15H12O2,Isomeric SMILES: CC1=CC=C(C=C1)C2C3=CC=CC=C3C(=O)O2,2885051,  2005-07-29
516,CBMicro_005863; Oprea1_479152; SMSF0013623; ZINC5092014; CB08019; ...,C18H16N2O5S,C18H16N2O5S,Isomeric SMILES: C1COCCN1C(=S)C2=CC=CC=C2OC(=O)C3=CC=C(C=C3)[N+](=O)[O-],2885054,  2005-07-29
517,CBMicro_014541; SMSF0013625; AKOS000559735; AKOS025152192; CB12220; ...,C23H24F3N5O2,C23H24F3N5O2,Isomeric SMILES: C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=C4NC(CC(N4N=C3)C(F)(F)F)C5=CC=CO5,2885057,  2005-07-29
518,"N-(4-chloro-2,5-dimethoxyphenyl)-5-(2-thienyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; CBMicro_014581; SMSF0013629; STK343521; AKOS000559462; ...",C20H18ClF3N4O3S,C20H18ClF3N4O3S,Isomeric SMILES: COC1=CC(=C(C=C1NC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC=CS4)OC)Cl,2885061,  2005-07-29
519,CBMicro_010706; Oprea1_569041; SMSF0013630; STK988846; STL039802; ...,C18H17ClN4OS,C18H17ClN4OS,Isomeric SMILES: CCC(C1=CC=CC=C1)C2=NN=C(S2)NC(=O)NC3=CC(=CC=C3)Cl,2885062,  2005-07-29
520,CBMicro_014621; Oprea1_734487; SMSF0013635; STK061929; AKOS001617133; ...,C32H25N3O4,C32H25N3O4,Isomeric SMILES: C1C(CC(=O)C2=C1NC3=C(C=CC(=C3)C(=O)C4=CC=CC=C4)NC2C5=CC(=CC=C5)[N+](=O)[O-])C6=CC=CC=C6,2885082,  2005-07-29
521,CBMicro_014431; SMSF0013645; STK988435; AKOS000431317; AKOS022088990; ...,C21H20N2O4S,C21H20N2O4S,Isomeric SMILES: CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C4=CC=CC=C34)OC)C(=O)CS2)C,2885112,  2005-07-29
522,CBMicro_009084; Oprea1_386923; SMSF0013654; ZINC4700057; STK126209; ...,C11H12N4O2,C11H12N4O2,Isomeric SMILES: CC1=CC=C(C=C1)OCC(=O)N2C=NN=C2N,2885149,  2005-07-29
523,CBMicro_010093; Oprea1_726447; SMSF0013663; STL505726; AKOS037488419; ...,C16H20N2O4,C16H20N2O4,Isomeric SMILES: CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)OC(C)C)C(=O)OC,2885169,  2005-07-29
524,CBMicro_004206; SCHEMBL10112983; SMSF0013668; STL505716; AKOS037488413; ...,C22H24N2O3S,C22H24N2O3S,Isomeric SMILES: CCOC(=O)C1=C(NC(=S)NC1C2=CC=C(C=C2)OC(C)C)C3=CC=CC=C3,2885187,  2005-07-29
525,CBMicro_010173; SCHEMBL10112989; SMSF0013675; AKOS000286566; CB13081; ...,C20H20N2O2S2,C20H20N2O2S2,Isomeric SMILES: CCOC(=O)C1=C(NC(=S)NC1C2=CC=C(C=C2)SC)C3=CC=CC=C3,2885204,  2005-07-29
526,CBMicro_007755; Oprea1_342617; SMSF0013708; ZINC5092411; AKOS002946090; ...,C16H16N2O4,C16H16N2O4,Isomeric SMILES: CC1=CC=C(C=C1)OCC(=O)NC2=C(C=C(C=C2)C)[N+](=O)[O-],2885311,  2005-07-29
527,STK292527; 6085-80-9; CBMicro_010171; Oprea1_229815; DTXSID30387275; ...,C20H22N2O4,C20H22N2O4,Isomeric SMILES: CC(C)CNC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)OC(=O)C,2885314,  2005-07-29
528,CBMicro_004326; SMSF0013715; STK299465; ZINC13957488; AKOS003263583; ...,C27H28N2O6,C27H28N2O6,Isomeric SMILES: CCCOC1=CC=CC(=C1)C(=O)NC2=CC(=CC(=C2)C(=O)O)NC(=O)C3=CC(=CC=C3)OCCC,2885335,  2005-07-29
529,CBMicro_004214; Oprea1_007799; SMSF0013725; ZINC8861268; STK223148; ...,C29H33N3O5,C29H33N3O5,Isomeric SMILES: CC(C)(C)NC(=O)C1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)OC)NC(=O)CC3=CC=C(C=C3)OC,2885382,  2005-07-29
530,SMR000105854; CBMicro_009975; Cambridge id 6088486; Oprea1_665427; MLS000109921; ...,C19H24N2O4S,C19H24N2O4S,Isomeric SMILES: CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C23CC4CC(C2)CC(C4)C3,2885413,  2005-07-29
531,"11-(2,4-dichlorophenyl)-7-(phenylcarbonyl)-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; CBMicro_014669; Oprea1_222896; SMSF0013766; STK010303; ...",C26H20Cl2N2O2,C26H20Cl2N2O2,Isomeric SMILES: C1CC2=C(C(NC3=C(N2)C=C(C=C3)C(=O)C4=CC=CC=C4)C5=C(C=C(C=C5)Cl)Cl)C(=O)C1,2885486,  2005-07-29
532,CBMicro_007954; Cambridge id 6090932; Oprea1_588556; 2-(4-methylphenoxy)-1-[4-(4-nitrophenyl)piperazin-1-yl]ethanone; SMSF0013771; ...,C19H21N3O4,C19H21N3O4,Isomeric SMILES: CC1=CC=C(C=C1)OCC(=O)N2CCN(CC2)C3=CC=C(C=C3)[N+](=O)[O-],2885499,  2005-07-29
533,"methyl 6-methyl-4-[4-(methylsulfanyl)phenyl]-2-thioxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate; CBMicro_010095; SMSF0013779; STK863081; AKOS000353865; ...",C14H16N2O2S2,C14H16N2O2S2,Isomeric SMILES: CC1=C(C(NC(=S)N1)C2=CC=C(C=C2)SC)C(=O)OC,2885509,  2005-07-29
534,"ethyl 5-(2-methoxyphenyl)-3-oxo-7-phenyl-2,3-dihydro-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate; CBMicro_013769; ChemDiv1_028771; HMS668L17; SMSF0013787; ...",C22H20N2O4S,C22H20N2O4S,Isomeric SMILES: CCOC(=O)C1=C(N=C2N(C1C3=CC=CC=C3OC)C(=O)CS2)C4=CC=CC=C4,2885539,  2005-07-29
535,CBMicro_013809; SMSF0013794; STK988409; AKOS000431143; AKOS022088991; ...,C18H20N2O5S,C18H20N2O5S,Isomeric SMILES: CCOC(=O)C1=C(N=C2N(C1C3=C(C(=CC=C3)OC)OC)C(=O)CS2)C,2885574,  2005-07-29
536,"ethyl 4-(2,3-dimethoxyphenyl)-6-phenyl-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate; CBMicro_013849; SCHEMBL10112995; SMSF0013807; STK710394; ...",C21H22N2O4S,C21H22N2O4S,Isomeric SMILES: CCOC(=O)C1=C(NC(=S)NC1C2=C(C(=CC=C2)OC)OC)C3=CC=CC=C3,2885612,  2005-07-29
537,"3,6-diethyl-4-methyl-7-(2-oxopropoxy)-2H-chromen-2-one; CBMicro_006093; SMSF0013822; ZINC4131937; STK375027; ...",C17H20O4,C17H20O4,Isomeric SMILES: CCC1=CC2=C(C=C1OCC(=O)C)OC(=O)C(=C2C)CC,2885654,  2005-07-29
538,"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-oxobutanamide; CBMicro_011276; N-(2,3-Dihydro-benzo[1,4]dioxin-6-yl)-3-oxo-butyramide; SMSF0013826; ZINC3643129; ...",C12H13NO4,C12H13NO4,Isomeric SMILES: CC(=O)CC(=O)NC1=CC2=C(C=C1)OCCO2,2885675,  2005-07-29
539,"ethyl 7-methyl-5-(4-methylphenyl)-3-oxo-2,3-dihydro-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate; ethyl 7-methyl-5-(4-methylphenyl)-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate; 347322-42-3; CBMicro_013889; SMSF0013839; ...",C17H18N2O3S,C17H18N2O3S,Isomeric SMILES: CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)CS2)C,2885717,  2005-07-29
540,6099-98-5; BAS 01846012; CBMicro_002363; DTXSID60387288; SMSF0013895; ...,C21H23ClN4OS,C21H23ClN4OS,Isomeric SMILES: CC1=C(C=C(C=C1)Cl)NC(=O)C2=C(NC(=S)NC2C3=CC=C(C=C3)N(C)C)C,2885858,  2005-07-29
541,"C12H9ClF3NO3S; 302950-44-3; N-(4-chlorophenyl)-N-(1,1-dioxo-2,3-dihydro-1lambda6-thiophen-3-yl)-2,2,2-trifluoroacetamide; CBMicro_005698; SMSF0013897; ...",C12H9ClF3NO3S,C12H9ClF3NO3S,Isomeric SMILES: C1C(C=CS1(=O)=O)N(C2=CC=C(C=C2)Cl)C(=O)C(F)(F)F,2885859,  2005-07-29
542,CBMicro_010216; Oprea1_571615; SCHEMBL12706073; 4-nitro-N-(pentan-2-yl)benzamide; SMSF0013913; ...,C12H16N2O3,C12H16N2O3,Isomeric SMILES: CCCC(C)NC(=O)C1=CC=C(C=C1)[N+](=O)[O-],2885887,  2005-07-29
543,CBMicro_003995; Cambridge id 6100746; Oprea1_009161; Oprea1_686378; SCHEMBL3320998; ...,C19H25NO,C19H25NO,Isomeric SMILES: CC1=CC=C(C=C1)CNC(=O)C23CC4CC(C2)CC(C4)C3,2885897,  2005-07-29
